hero,minor_patch,wins_total,games_total,wins_battlefield_of_eternity,games_battlefield_of_eternity,wins_blackhearts_bay,games_blackhearts_bay,wins_braxis_holdout,games_braxis_holdout,wins_cursed_hollow,games_cursed_hollow,wins_dragon_shire,games_dragon_shire,wins_garden_of_terror,games_garden_of_terror,wins_hanamura_temple,games_hanamura_temple,wins_haunted_mines,games_haunted_mines,wins_infernal_shrines,games_infernal_shrines,wins_sky_temple,games_sky_temple,wins_tomb_of_the_spider_queen,games_tomb_of_the_spider_queen,wins_towers_of_doom,games_towers_of_doom,wins_warhead_junction,games_warhead_junction,wins_volskaya_foundry,games_volskaya_foundry,wins_alterac_pass,games_alterac_pass
valeera,2.55.1.87306,1934,3936,126,251,,,111,214,175,337,179,376,183,355,163,310,,,120,262,169,387,113,242,192,366,257,538,,,146,298
valeera,2.55.2.87774,1000,2120,57,141,,,61,129,102,202,89,203,81,181,89,179,,,75,160,88,181,50,115,98,192,125,264,,,85,173
valeera,2.55.2.87990,525,1073,27,60,,,31,51,49,100,36,74,44,92,37,91,,,37,68,60,102,32,60,57,111,80,169,,,35,95
valeera,2.55.2.88122,2118,4236,136,269,,,92,188,191,385,193,390,197,387,188,353,,,150,289,194,403,137,266,192,359,270,588,,,178,359
valeera,2.55.3.88481,2560,5188,144,313,,,117,234,248,497,268,496,207,418,238,475,,,156,340,242,492,167,333,210,439,369,737,,,194,414
valeera,2.55.3.88936,2190,4504,135,285,,,88,188,199,389,231,457,196,406,189,401,,,142,292,218,444,149,302,205,380,269,577,,,169,383
valeera,2.55.3.89566,759,1551,62,115,,,29,68,80,152,58,122,67,129,68,138,,,51,105,72,144,42,95,49,116,113,229,,,68,138
valeera,2.55.3.89754,3715,7543,271,591,,,219,437,409,846,368,783,358,746,,,,,291,586,452,889,284,573,409,747,,,322,643,332,702
valeera,2.55.3.90670,1358,2734,111,222,,,85,152,158,317,147,298,134,280,,,,,106,209,131,276,92,197,127,260,,,136,251,131,272
valeera,2.55.3.91020,50,106,5,11,,,4,5,5,13,8,12,6,12,,,,,2,5,7,12,1,3,5,12,,,4,12,3,9
valeera,2.55.3.91081,72,143,1,6,,,4,7,12,20,8,16,8,16,,,,,2,8,9,14,7,20,6,9,,,10,14,5,13
valeera,2.55.3.91093,1462,2939,107,233,,,99,193,174,325,186,351,139,286,,,,,113,239,161,334,111,217,127,258,,,117,242,128,261
valeera,2.55.4.91368,179,345,10,24,,,6,17,17,32,29,50,17,36,,,,,13,31,32,49,15,24,11,29,,,16,27,13,26
valeera,2.55.4.91418,2105,4292,168,344,,,142,252,233,474,220,452,193,409,,,,,149,338,241,476,174,356,204,415,,,156,339,225,437
valeera,2.55.4.91769,2967,6035,247,485,,,194,351,305,650,321,620,293,626,,,,,225,502,336,685,231,487,291,546,,,235,510,289,573
valeera,2.55.5.92264,2112,4286,166,329,,,133,255,213,445,216,467,197,412,,,,,180,367,231,448,176,352,225,445,,,175,354,200,412
valeera,2.55.6.92665,1522,3018,106,234,,,105,185,156,335,144,294,175,333,,,,,121,239,163,330,109,210,128,271,,,155,276,160,311
valeera,2.55.7.93009,179,360,12,30,,,13,25,17,32,17,42,15,39,,,,,13,26,24,44,20,34,15,30,,,19,32,14,26
valeera,2.55.7.93054,530,1087,37,79,,,36,69,65,134,59,116,52,112,,,,,51,85,50,114,33,77,41,95,,,42,98,64,108
valeera,2.55.7.93151,511,1024,41,88,,,29,52,65,132,40,94,47,101,,,,,39,81,59,94,37,69,51,104,,,39,93,64,116
valeera,2.55.8.93357,53,127,4,12,,,4,12,8,16,4,9,4,9,,,,,4,10,4,15,7,12,6,15,,,3,11,5,6
valeera,2.55.8.93382,882,1783,53,134,,,60,110,88,198,91,183,93,188,,,,,77,139,100,198,75,145,94,165,,,73,158,78,165
valeera,2.55.9.93565,10,19,2,3,,,,,1,2,1,2,1,1,,,,,2,4,2,3,,,0,1,,,0,1,1,2
valeera,2.55.9.93613,173,351,14,27,,,18,25,21,40,15,34,12,32,,,,,10,21,15,40,11,25,18,37,,,15,31,24,39
valeera,2.55.9.93640,1131,2134,77,169,,,61,121,112,214,107,202,128,232,,,,,83,163,131,233,89,163,129,229,,,92,175,122,233
valeera,2.55.10.93810,1545,3100,134,266,,,98,203,181,354,149,308,153,295,,,,,130,250,157,323,109,226,150,296,,,139,279,145,300
valeera,2.55.10.94189,375,694,25,49,,,16,38,45,82,48,86,31,63,,,,,31,57,48,79,29,54,39,61,,,28,56,35,69
valeera,2.55.10.94387,388,803,27,50,,,20,40,45,89,44,96,51,100,,,,,33,72,38,91,32,57,36,79,,,34,59,28,70
valeera,2.55.10.94470,1154,2306,85,158,,,66,137,125,262,129,259,109,234,,,,,81,177,119,233,106,188,105,209,,,98,196,131,253
valeera,2.55.12.94714,139,313,5,16,,,9,17,12,34,13,34,14,37,,,,,14,22,15,40,9,20,16,31,,,14,26,18,36
valeera,2.55.12.94786,1283,2588,110,209,,,86,149,141,277,138,264,112,259,,,,,102,222,130,283,98,209,125,254,,,116,223,125,239
valeera,2.55.13.95213,116,217,9,14,,,4,8,11,23,13,25,11,22,,,,,10,17,14,28,8,15,12,24,,,10,16,14,25
valeera,2.55.13.95301,311,635,24,48,,,17,37,28,54,33,62,33,69,,,,,25,50,33,70,20,47,42,73,,,35,69,21,56
valla,2.53.0.83004,1458,2754,347,654,,,104,202,82,162,105,187,90,193,94,192,,,132,226,100,187,95,183,88,181,,,102,181,119,206
valla,2.53.0.83077,34,55,8,14,,,3,5,1,2,4,4,3,3,1,3,,,4,6,2,4,1,2,2,3,,,3,5,2,4
valla,2.53.0.83086,9817,19409,2438,4761,,,693,1415,570,1124,660,1350,608,1236,799,1614,,,783,1453,643,1337,701,1375,614,1239,,,647,1239,661,1266
valla,2.53.1.83632,464,890,102,196,,,31,65,27,53,37,69,25,58,49,91,,,31,62,34,67,41,68,24,43,,,34,60,29,58
valla,2.53.1.83716,9114,18159,2228,4387,,,612,1258,532,1061,609,1246,617,1217,734,1527,,,756,1446,591,1179,632,1302,575,1176,,,593,1170,635,1190
valla,2.53.2.84200,368,808,117,225,,,21,49,15,44,20,56,21,49,26,66,,,21,51,21,53,29,58,25,56,,,24,50,28,51
valla,2.53.3.84249,17175,34964,4320,8747,,,1083,2293,1060,2129,1160,2399,1166,2296,1363,2782,,,1349,2643,1217,2431,1180,2443,1076,2226,,,1085,2281,1116,2294
valla,2.54.0.85027,9912,17951,578,1053,,,884,1561,837,1566,868,1552,819,1529,767,1396,,,847,1436,802,1524,848,1477,841,1544,961,1786,,,860,1527
valla,2.54.1.85267,2104,4027,132,239,,,187,361,202,378,166,313,168,339,170,303,,,168,330,169,337,188,336,189,361,182,390,,,183,340
valla,2.54.1.85311,8775,16557,496,935,,,817,1510,770,1420,719,1387,722,1393,699,1292,,,785,1403,716,1387,689,1343,754,1450,833,1634,,,775,1403
valla,2.54.2.85551,562,1134,35,69,,,46,94,46,98,46,96,47,100,45,81,,,43,84,48,103,48,89,43,85,55,117,,,60,118
valla,2.54.2.85576,10496,20222,590,1132,,,958,1799,940,1779,855,1708,879,1790,794,1507,,,886,1703,900,1753,846,1605,970,1831,998,1923,,,880,1692
valla,2.54.2.85894,17632,35229,1177,2336,,,1486,3023,1468,2923,1386,2908,1530,3021,1477,2884,,,1539,3015,1468,3007,1535,2980,1521,3027,1504,3052,,,1541,3053
valla,2.54.3.86223,30157,60234,2584,5073,,,2458,5055,2254,4485,2616,5345,2539,5163,2747,5403,,,2656,5140,2380,4716,2386,4779,2525,5103,2269,4688,,,2743,5284
valla,2.55.0.86938,31207,61676,3538,6853,,,2689,5432,2257,4558,2623,5185,2325,4716,2906,5655,,,2635,5052,2559,5041,2541,5059,2452,4900,2127,4291,,,2555,4934
valla,2.55.1.87306,27526,53955,3406,6602,,,2253,4637,2041,3965,2295,4374,2060,4140,2538,5086,,,2270,4420,2176,4302,2218,4315,2104,4175,1913,3756,,,2252,4183
valla,2.55.2.87774,13873,26992,1583,3077,,,1135,2312,964,1913,1164,2247,1041,2087,1322,2536,,,1163,2191,1145,2213,1128,2133,1134,2189,962,1915,,,1132,2179
valla,2.55.2.87990,6399,12601,627,1278,,,496,975,467,966,524,1022,530,1044,604,1204,,,549,1016,565,1106,514,1005,533,1070,428,833,,,562,1082
valla,2.55.2.88122,27753,54038,2844,5583,,,2307,4622,2019,3953,2290,4561,2234,4296,2705,5248,,,2391,4447,2346,4532,2321,4539,2165,4254,1888,3738,,,2243,4265
valla,2.55.3.88481,34163,66901,3518,6833,,,2839,5745,2559,5000,2797,5659,2691,5269,3303,6528,,,2898,5471,2749,5455,2848,5542,2775,5417,2332,4555,,,2854,5427
valla,2.55.3.88936,30725,59796,3011,5698,,,2525,5118,2296,4514,2681,5153,2404,4845,2950,5724,,,2533,4877,2504,4957,2549,4966,2540,4880,2068,4137,,,2664,4927
valla,2.55.3.89566,9600,18602,914,1696,,,730,1559,736,1448,853,1662,786,1488,916,1804,,,814,1541,850,1613,750,1503,740,1495,669,1299,,,842,1494
valla,2.55.3.89754,53779,104616,5277,10399,,,4781,9662,4343,8523,5085,9800,4534,9065,,,,,5036,9458,4864,9530,4832,9477,4752,9417,,,5324,9944,4951,9341
valla,2.55.3.90670,16626,32219,1639,3147,,,1452,2956,1314,2630,1581,3063,1421,2828,,,,,1558,2858,1482,2898,1460,2887,1497,2888,,,1694,3173,1528,2891
valla,2.55.3.91020,615,1147,55,99,,,54,96,44,78,73,118,45,97,,,,,58,120,49,105,49,110,48,85,,,72,114,68,125
valla,2.55.3.91081,1018,1868,98,183,,,89,173,84,157,106,180,87,166,,,,,90,162,94,175,82,157,91,169,,,103,182,94,164
valla,2.55.3.91093,17494,33728,1653,3120,,,1567,3165,1486,2887,1698,3234,1504,2866,,,,,1584,3178,1515,3039,1559,2910,1557,3027,,,1729,3266,1642,3036
valla,2.55.4.91368,1821,3578,159,326,,,152,330,138,292,194,362,158,314,,,,,157,306,153,323,167,294,168,327,,,195,372,180,332
valla,2.55.4.91418,25296,48857,2392,4634,,,2217,4502,2085,4023,2459,4757,2143,4187,,,,,2325,4396,2223,4418,2275,4462,2216,4395,,,2562,4644,2399,4439
valla,2.55.4.91769,34440,66752,2980,5773,,,3112,6277,2861,5619,3321,6385,3016,5896,,,,,3388,6265,3036,6080,3080,5937,3047,6038,,,3390,6528,3209,5954
valla,2.55.5.92264,23519,45711,2019,3976,,,2107,4243,1963,3817,2286,4426,2111,3999,,,,,2248,4226,2093,4130,2123,4213,2053,4143,,,2373,4517,2143,4021
valla,2.55.6.92665,15911,31117,1372,2668,,,1441,2855,1310,2660,1466,2940,1447,2849,,,,,1492,2823,1423,2915,1458,2745,1427,2821,,,1586,3035,1489,2806
valla,2.55.7.93009,1742,3442,137,289,,,161,332,150,295,164,319,136,291,,,,,185,332,166,329,159,314,148,279,,,179,350,157,312
valla,2.55.7.93054,5442,10913,475,970,,,475,1007,460,947,538,1100,489,963,,,,,484,968,480,1000,509,974,513,1005,,,534,1026,485,953
valla,2.55.7.93151,5525,11100,478,987,,,460,1021,470,933,504,1013,532,1035,,,,,531,997,523,1057,500,980,489,1020,,,557,1085,481,972
valla,2.55.8.93357,643,1267,65,126,,,66,128,48,93,54,124,50,96,,,,,57,121,62,119,56,107,59,115,,,59,107,67,131
valla,2.55.8.93382,9730,19623,920,1848,,,850,1854,829,1603,862,1791,825,1665,,,,,951,1826,872,1800,872,1755,846,1794,,,967,1884,936,1803
valla,2.55.9.93565,124,221,13,20,,,9,23,14,25,13,22,7,16,,,,,11,25,12,22,12,18,12,20,,,9,13,12,17
valla,2.55.9.93613,1416,2837,124,258,,,125,271,113,231,131,264,110,228,,,,,159,267,123,268,125,269,134,260,,,150,290,122,231
valla,2.55.9.93640,10016,19659,880,1701,,,872,1804,864,1699,960,1901,826,1674,,,,,992,1854,895,1809,859,1792,882,1704,,,1028,1917,958,1804
valla,2.55.10.93810,15287,30297,1489,2929,,,1370,2791,1245,2449,1454,2904,1257,2551,,,,,1498,2817,1329,2701,1350,2708,1369,2746,,,1544,2983,1382,2718
valla,2.55.10.94189,3445,6632,335,654,,,314,594,302,549,318,660,295,593,,,,,318,579,313,602,319,611,320,604,,,327,633,284,553
valla,2.55.10.94387,4015,8015,398,768,,,339,739,355,682,387,780,312,659,,,,,385,723,348,722,360,714,371,707,,,398,797,362,724
valla,2.55.10.94470,11825,23589,1167,2363,,,1051,2225,918,1935,1124,2227,997,1980,,,,,1200,2198,1026,2079,1076,2114,1040,2100,,,1161,2309,1065,2059
valla,2.55.12.94714,1528,3099,164,320,,,118,286,117,260,157,303,127,261,,,,,138,259,126,265,141,283,136,279,,,149,281,155,302
valla,2.55.12.94786,12061,24255,1195,2380,,,1095,2259,1022,2009,1154,2330,997,2049,,,,,1128,2183,1007,2143,1089,2171,1049,2164,,,1193,2375,1132,2192
valla,2.55.13.95213,1013,1794,88,160,,,90,172,88,156,102,170,85,141,,,,,107,188,79,142,90,165,103,176,,,89,169,92,155
valla,2.55.13.95301,2904,5784,267,523,,,261,558,247,503,268,543,254,515,,,,,253,515,246,488,247,502,283,521,,,295,583,283,533
varian,2.53.0.83004,1100,2047,100,206,,,74,146,93,169,92,175,97,170,131,227,,,69,132,89,166,82,142,83,158,,,96,179,94,177
varian,2.53.0.83077,10,31,2,5,,,2,5,0,2,2,3,0,2,2,3,,,0,2,0,1,1,3,,,,,0,2,1,3
varian,2.53.0.83086,9824,19088,989,1910,,,656,1306,814,1523,813,1563,770,1528,1048,2081,,,698,1352,816,1662,665,1274,809,1519,,,865,1631,881,1739
varian,2.53.1.83632,480,960,55,86,,,34,72,51,84,43,77,35,82,51,109,,,37,71,35,82,34,69,39,86,,,31,69,35,73
varian,2.53.1.83716,10882,20820,1068,2014,,,782,1466,885,1724,912,1764,813,1622,1142,2190,,,747,1457,953,1863,755,1476,950,1738,,,931,1741,944,1765
varian,2.53.2.84200,682,1344,78,137,,,56,97,60,113,54,118,51,103,77,151,,,45,78,54,116,42,83,49,114,,,58,102,58,132
varian,2.53.3.84249,27272,52912,2617,4977,,,2011,3808,2253,4407,2237,4476,2172,4239,2978,5583,,,1869,3735,2338,4593,1921,3705,2319,4426,,,2257,4359,2300,4604
varian,2.54.0.85027,9665,18745,1043,1857,,,673,1333,815,1486,811,1597,758,1498,1024,1949,,,648,1283,770,1603,672,1303,816,1551,823,1708,,,812,1577
varian,2.54.1.85267,1790,3424,165,331,,,149,279,164,288,142,281,128,252,207,354,,,120,226,166,324,120,252,127,254,152,282,,,150,301
varian,2.54.1.85311,8151,15962,809,1598,,,593,1146,663,1286,702,1427,629,1206,895,1762,,,572,1070,672,1375,556,1087,715,1304,691,1351,,,654,1350
varian,2.54.2.85551,460,905,39,84,,,33,71,34,75,37,69,38,82,41,80,,,40,69,47,86,31,63,34,70,46,88,,,40,68
varian,2.54.2.85576,7568,14683,772,1420,,,533,1069,600,1136,671,1273,578,1132,802,1554,,,491,981,666,1343,505,1002,606,1152,720,1383,,,624,1238
varian,2.54.2.85894,9813,19141,979,1848,,,726,1371,757,1528,806,1583,734,1459,1098,2128,,,649,1295,802,1678,700,1306,802,1520,943,1804,,,817,1621
varian,2.54.3.86223,16714,32959,1819,3572,,,1187,2316,1265,2569,1441,2892,1315,2622,1976,3718,,,1083,2175,1329,2692,1072,2065,1405,2655,1394,2857,,,1428,2826
varian,2.55.0.86938,16145,32297,1713,3340,,,1231,2349,1292,2575,1297,2661,1250,2553,1758,3420,,,1072,2189,1457,2916,1159,2297,1219,2451,1353,2781,,,1344,2765
varian,2.55.1.87306,13015,26202,1415,2715,,,1015,1945,1027,2085,1021,2155,1008,2040,1495,2960,,,868,1751,1122,2310,895,1829,1018,2028,1083,2249,,,1048,2135
varian,2.55.2.87774,8578,16662,936,1741,,,617,1174,700,1311,710,1398,625,1267,974,1884,,,578,1151,763,1495,636,1192,687,1287,701,1470,,,651,1292
varian,2.55.2.87990,3606,7015,395,739,,,243,474,291,567,264,543,260,529,427,823,,,218,434,340,691,231,461,295,561,294,572,,,348,621
varian,2.55.2.88122,15023,29582,1590,3096,,,1104,2140,1234,2334,1182,2479,1152,2257,1728,3358,,,984,1989,1303,2629,1037,2093,1228,2287,1315,2543,,,1166,2377
varian,2.55.3.88481,18411,35999,1940,3749,,,1482,2780,1467,2888,1502,2959,1380,2727,2078,4009,,,1259,2473,1553,3093,1304,2501,1482,2803,1524,3144,,,1440,2873
varian,2.55.3.88936,17071,33156,1781,3385,,,1276,2415,1406,2655,1318,2681,1309,2602,2034,3780,,,1136,2236,1517,3012,1185,2327,1404,2609,1356,2797,,,1349,2657
varian,2.55.3.89566,5325,10378,577,1093,,,412,755,418,742,437,891,415,823,596,1159,,,371,737,479,947,368,731,422,819,458,881,,,372,800
varian,2.55.3.89754,28436,56053,3445,6612,,,2601,4953,2497,4989,2559,5143,2451,4833,,,,,2128,4217,2741,5577,2356,4543,2553,4907,,,2527,5160,2578,5119
varian,2.55.3.90670,9304,18288,1070,2090,,,819,1556,848,1623,838,1700,800,1599,,,,,728,1475,875,1795,748,1437,850,1585,,,887,1742,841,1686
varian,2.55.3.91020,303,600,43,79,,,19,43,25,48,26,51,23,53,,,,,21,45,33,68,31,50,33,59,,,27,56,22,48
varian,2.55.3.91081,560,1116,64,134,,,47,86,56,110,50,111,52,97,,,,,34,75,58,114,33,64,61,111,,,50,109,55,105
varian,2.55.3.91093,9756,19118,1161,2235,,,915,1719,833,1653,852,1750,863,1656,,,,,759,1450,951,1953,764,1488,866,1676,,,927,1823,865,1715
varian,2.55.4.91368,1023,2027,130,223,,,90,158,89,171,98,198,81,167,,,,,75,167,105,212,83,165,80,180,,,87,188,105,198
varian,2.55.4.91418,13667,26928,1644,3184,,,1290,2402,1188,2359,1225,2506,1158,2314,,,,,1030,2018,1302,2600,1107,2199,1246,2377,,,1241,2537,1236,2432
varian,2.55.4.91769,18497,36274,2255,4344,,,1664,3200,1684,3196,1645,3309,1500,3057,,,,,1410,2779,1756,3534,1510,2989,1646,3153,,,1721,3388,1706,3325
varian,2.55.5.92264,12906,25449,1625,3078,,,1220,2310,1121,2224,1192,2360,1045,2122,,,,,949,1981,1234,2426,1046,2123,1196,2251,,,1154,2332,1124,2242
varian,2.55.6.92665,8867,17586,1068,2136,,,785,1529,794,1554,789,1572,731,1456,,,,,675,1378,866,1748,706,1394,792,1561,,,836,1678,825,1580
varian,2.55.7.93009,963,1963,121,244,,,98,177,83,174,64,168,73,162,,,,,64,143,87,207,96,167,90,164,,,92,182,95,175
varian,2.55.7.93054,3433,6638,408,760,,,330,597,326,616,329,641,285,576,,,,,259,529,331,648,265,510,306,577,,,304,608,290,576
varian,2.55.7.93151,3378,6579,390,766,,,293,554,316,612,306,604,261,533,,,,,262,497,321,674,252,504,337,609,,,317,616,323,610
varian,2.55.8.93357,387,797,64,114,,,47,85,28,64,27,65,40,61,,,,,27,67,33,65,30,66,25,61,,,29,58,37,91
varian,2.55.8.93382,5955,11643,720,1402,,,533,1029,539,998,531,1091,495,1016,,,,,508,940,558,1118,464,933,515,953,,,544,1104,548,1059
varian,2.55.9.93565,83,149,10,19,,,6,13,5,7,3,10,8,13,,,,,11,17,5,10,6,13,13,24,,,8,12,8,11
varian,2.55.9.93613,904,1732,113,210,,,78,167,85,164,87,164,73,140,,,,,70,129,76,159,70,128,85,154,,,89,166,78,151
varian,2.55.9.93640,5589,10923,709,1302,,,491,944,473,972,496,1004,515,996,,,,,420,810,535,1084,458,863,508,952,,,525,1022,459,974
varian,2.55.10.93810,8878,17490,1122,2133,,,823,1574,762,1491,792,1607,745,1493,,,,,678,1318,815,1692,744,1447,816,1536,,,852,1649,729,1550
varian,2.55.10.94189,1941,3890,256,490,,,170,373,166,350,160,328,154,310,,,,,166,323,172,348,164,309,189,359,,,178,338,166,362
varian,2.55.10.94387,2191,4347,255,473,,,227,430,173,351,226,435,175,352,,,,,159,357,219,423,183,357,185,386,,,197,394,192,389
varian,2.55.10.94470,6394,12660,763,1493,,,592,1164,601,1155,598,1171,532,1060,,,,,503,989,615,1246,525,1015,532,1068,,,604,1198,529,1101
varian,2.55.12.94714,914,1754,119,213,,,86,158,79,147,77,163,79,155,,,,,78,136,72,158,81,145,75,148,,,68,148,100,183
varian,2.55.12.94786,6621,13259,808,1599,,,561,1123,582,1173,586,1179,523,1101,,,,,497,1054,634,1282,563,1083,614,1189,,,641,1249,612,1227
varian,2.55.13.95213,503,949,69,117,,,41,83,42,83,53,87,37,70,,,,,40,73,41,88,44,81,39,86,,,57,90,40,91
varian,2.55.13.95301,1582,3117,190,368,,,137,270,146,291,136,276,139,267,,,,,119,233,150,302,128,259,143,275,,,159,309,135,267
whitemane,2.53.0.83004,507,1008,43,75,,,37,81,42,82,33,76,52,90,42,83,,,42,99,41,79,40,83,48,96,,,48,81,39,83
whitemane,2.53.0.83077,4,14,,,,,0,1,,,1,1,1,5,,,,,0,1,0,1,1,1,0,1,,,1,2,0,1
whitemane,2.53.0.83086,3802,7189,299,559,,,287,598,318,593,316,597,335,634,317,622,,,338,617,290,539,329,599,326,583,,,339,648,308,600
whitemane,2.53.1.83632,193,338,17,28,,,12,23,20,27,16,28,16,27,12,28,,,16,28,18,31,11,24,24,33,,,19,35,12,26
whitemane,2.53.1.83716,3642,6934,314,564,,,295,565,270,537,314,572,294,553,311,627,,,321,607,278,532,343,625,288,569,,,339,634,275,549
whitemane,2.53.2.84200,247,495,20,43,,,15,31,16,34,25,46,16,37,24,53,,,21,43,20,35,14,41,28,42,,,22,43,26,47
whitemane,2.53.3.84249,8087,15504,610,1202,,,621,1213,616,1201,687,1269,633,1244,729,1367,,,731,1381,642,1236,729,1411,660,1283,,,750,1418,679,1279
whitemane,2.54.0.85027,2650,5078,219,416,,,190,380,230,418,197,389,206,413,239,476,,,201,414,233,438,278,493,230,442,190,357,,,237,442
whitemane,2.54.1.85267,486,1022,33,79,,,36,80,30,72,46,88,49,90,57,112,,,47,98,42,87,40,93,37,63,29,74,,,40,86
whitemane,2.54.1.85311,2351,4608,196,371,,,168,342,197,362,187,363,192,392,235,444,,,199,405,179,384,260,464,173,360,151,308,,,214,413
whitemane,2.54.2.85551,142,267,12,23,,,13,25,9,25,8,16,16,27,20,36,,,11,16,12,18,14,24,6,14,9,17,,,12,26
whitemane,2.54.2.85576,2114,4250,169,357,,,175,327,161,333,178,357,187,367,217,418,,,182,376,154,344,205,389,158,338,153,287,,,175,357
whitemane,2.54.2.85894,2569,5210,215,423,,,209,427,216,420,234,437,216,433,244,518,,,205,412,215,440,228,472,228,456,168,347,,,191,425
whitemane,2.54.3.86223,4850,9576,386,773,,,404,755,416,787,448,883,414,819,452,914,,,435,848,374,727,404,837,397,805,314,630,,,406,798
whitemane,2.55.0.86938,3608,7315,263,558,,,280,568,291,604,296,621,291,594,346,674,,,339,694,313,609,346,661,322,641,232,494,,,289,597
whitemane,2.55.1.87306,3085,6272,261,510,,,251,537,250,490,249,518,273,513,291,598,,,248,528,244,521,290,571,265,515,208,424,,,255,547
whitemane,2.55.2.87774,3426,6630,261,520,,,295,548,283,515,289,561,297,558,319,636,,,279,561,283,549,315,592,273,556,246,478,,,286,556
whitemane,2.55.2.87990,1313,2511,108,193,,,94,194,107,216,102,183,115,213,138,235,,,116,224,110,225,103,220,109,220,85,171,,,126,217
whitemane,2.55.2.88122,4956,9471,385,699,,,426,807,380,779,441,850,410,748,505,921,,,437,863,387,748,429,825,406,784,340,647,,,410,800
whitemane,2.55.3.88481,5785,10939,457,851,,,479,881,452,867,505,928,494,970,549,1016,,,475,944,473,930,512,937,496,935,398,750,,,495,930
whitemane,2.55.3.88936,5075,9733,405,801,,,407,796,402,760,430,816,420,833,458,893,,,452,843,428,822,449,863,435,798,340,668,,,449,840
whitemane,2.55.3.89566,1590,3041,118,236,,,130,275,134,241,137,258,154,262,159,299,,,141,269,112,239,119,264,145,250,116,211,,,125,237
whitemane,2.55.3.89754,9504,18092,822,1533,,,808,1537,886,1661,851,1693,829,1598,,,,,866,1669,828,1595,928,1762,884,1638,,,941,1767,861,1639
whitemane,2.55.3.90670,3573,6688,321,573,,,305,590,313,572,333,649,307,596,,,,,348,647,291,571,344,625,325,600,,,379,675,307,590
whitemane,2.55.3.91020,133,267,11,26,,,8,20,14,28,9,23,10,18,,,,,9,24,15,26,13,27,13,24,,,16,24,15,27
whitemane,2.55.3.91081,181,374,12,28,,,16,35,17,34,21,37,18,43,,,,,21,37,12,34,17,31,17,34,,,15,28,15,33
whitemane,2.55.3.91093,3376,6558,298,586,,,313,587,290,542,319,623,267,535,,,,,306,618,311,613,313,588,313,603,,,338,665,308,598
whitemane,2.55.4.91368,351,681,24,55,,,33,68,35,69,44,70,26,51,,,,,23,51,26,53,32,61,39,65,,,36,74,33,64
whitemane,2.55.4.91418,4547,8884,396,790,,,428,814,374,740,423,847,396,793,,,,,413,793,405,804,444,860,434,811,,,449,851,385,781
whitemane,2.55.4.91769,6826,13070,595,1138,,,644,1201,562,1118,645,1239,666,1214,,,,,619,1225,592,1183,647,1210,626,1182,,,631,1198,599,1162
whitemane,2.55.5.92264,5244,9877,463,875,,,420,846,459,861,512,919,497,914,,,,,498,936,435,851,497,942,489,889,,,545,982,429,862
whitemane,2.55.6.92665,4083,7824,363,702,,,386,728,318,637,370,696,339,662,,,,,389,765,369,715,379,738,401,723,,,393,745,376,713
whitemane,2.55.7.93009,377,755,37,73,,,28,56,28,59,35,65,31,62,,,,,40,74,30,68,34,80,38,70,,,41,78,35,70
whitemane,2.55.7.93054,1458,2742,132,251,,,137,254,125,236,135,252,130,242,,,,,145,251,116,230,125,237,139,245,,,145,287,129,257
whitemane,2.55.7.93151,1519,2834,153,272,,,138,264,130,252,142,255,134,256,,,,,132,252,152,264,150,278,143,251,,,129,245,116,245
whitemane,2.55.8.93357,179,322,10,23,,,15,25,9,23,21,36,20,33,,,,,22,38,19,27,15,27,18,30,,,18,35,12,25
whitemane,2.55.8.93382,2252,4314,223,406,,,209,377,159,346,215,410,172,362,,,,,219,413,209,393,224,426,213,385,,,219,419,190,377
whitemane,2.55.9.93565,27,52,3,8,,,0,2,3,5,3,4,2,3,,,,,5,7,1,2,1,3,2,6,,,3,4,4,8
whitemane,2.55.9.93613,315,583,33,55,,,30,52,31,49,22,50,20,42,,,,,21,56,41,62,33,61,28,51,,,32,53,24,52
whitemane,2.55.9.93640,1959,3738,150,309,,,182,354,175,318,186,352,183,340,,,,,194,367,153,306,207,371,180,328,,,179,364,170,329
whitemane,2.55.10.93810,3833,7257,351,659,,,368,682,310,595,336,635,322,647,,,,,349,692,329,630,395,713,369,667,,,389,710,315,627
whitemane,2.55.10.94189,930,1700,84,153,,,65,117,84,143,94,161,80,148,,,,,90,175,80,159,83,167,85,158,,,88,156,97,163
whitemane,2.55.10.94387,935,1770,81,158,,,102,191,71,145,86,172,84,144,,,,,91,160,87,169,80,172,78,144,,,92,155,83,160
whitemane,2.55.10.94470,2782,5239,272,505,,,229,458,216,435,238,481,251,464,,,,,250,485,245,436,271,493,266,482,,,298,549,246,451
whitemane,2.55.12.94714,350,684,33,69,,,29,49,30,52,31,53,29,57,,,,,40,66,30,58,41,76,29,63,,,29,69,29,72
whitemane,2.55.12.94786,2883,5510,259,469,,,230,460,244,492,279,508,253,482,,,,,239,501,262,495,302,559,268,479,,,289,560,258,505
whitemane,2.55.13.95213,240,421,18,37,,,24,47,18,29,21,40,20,33,,,,,23,39,16,37,30,46,17,33,,,26,38,27,42
whitemane,2.55.13.95301,680,1332,50,106,,,54,101,63,122,66,130,63,129,,,,,55,115,66,114,68,145,59,120,,,75,133,61,117
xul,2.53.0.83004,764,1352,7,14,,,15,35,25,67,32,65,70,121,17,27,,,103,170,62,110,155,257,133,248,,,85,136,60,102
